enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
{10^{3 - x}} = 1,"Eq(10**(-x + 3), 1)",\left [ 3\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{5^{x + 3}} = 125,"Eq(5**(x + 3), 125)",\left [ 0\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
5^{1-x^2}=\frac{1}{125},"Eq(5**(-x**2 + 1), 1/125)","\left [ -2, \quad 2\right ]",Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{5^{{x^2} - 5x + 6}} = 1,"Eq(5**(x**2 - 5*x + 6), 1)","\left [ 2, \quad 3\right ]",Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{2^{1 - x}} = \frac{1}{8},"Eq(2**(-x + 1), 1/8)",\left [ 4\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
2^{x + 3} = 4^{- x},"Eq(2**(x + 3), 4**(-x))",\left [ -1\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{9^{x - 1}} = {3^{x + 1}},"Eq(9**(x - 1), 3**(x + 1))",\left [ 3\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{4^{4x + 3}} = {2^{ - x}},"Eq(4**(4*x + 3), 2**(-x))",\left [ - \frac{2}{3}\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{8^{x - 1}} = {4^{3x + 1}},"Eq(8**(x - 1), 4**(3*x + 1))",\left [ - \frac{5}{3}\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{5^{ - x}} = 0.04,"Eq(5**(-x), 0.04)",\left [ 2\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{10^x} \cdot {10^{ - 2x + 7}} = 100,"Eq(10**x*10**(-2*x + 7), 100)",\left [ 5\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{( {{3^x}} )^2} \cdot {3^x} = {9^3},"Eq(3**x*(3**x)**2, 9**3)",\left [ 2\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
\sqrt{2 \cdot \sqrt{2 \cdot \sqrt{2} } } = {2^x},"Eq(sqrt(2)*(2**(1/8)*2**(1/4)), 2**x)",\left [ \frac{7}{8}\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{2^{{x^2} - 5x}} = {64^{ - 1}},"Eq(2**(x**2 - 5*x), 1/64)","\left [ 2, \quad 3\right ]",Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
\sqrt{\sqrt {3}  + \sqrt {3}  + \sqrt {3} }  = {3^{x + 2}},"Eq(sqrt(sqrt(3) + sqrt(3) + sqrt(3)), 3**(x + 2))",\left [ - \frac{5}{4}\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
\sqrt[x]{216}  = 6,"Eq(216**(1/x), 6)",\left [ 3\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{4^x} - {2^x} = 2,"Eq(-2**x + 4**x, 2)",\left [ 1\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{5^x} - 30 \cdot {5^x} + 145 = 0,"Eq(-30*5**x + 5**x + 145, 0)",\left [ 1\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{2^{x - 1}} + {2^x} + {2^{x + 1}} = 7,"Eq(2**(x + 1) + 2**x + 2**(x - 1), 7)",\left [ 1\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p027e04,1,2,1,True,True
{3^{x + 1}} + {3^x} + {3^{x - 1}} = 117,"Eq(3**(x - 1) + 3**x + 3**(x + 1), 117)",\left [ 3\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p028e05,1,2,1,True,True
{3^x} + {3^{x - 1}} + {3^{x - 2}} + {3^{x - 3}} + {3^{x - 4}} = 363,"Eq(3**(x - 4) + 3**(x - 3) + 3**(x - 2) + 3**x + 3**(x - 1), 363)",\left [ 5\right ],Resuelve las siguientes ecuaciones exponenciales:,1BC,9 - Ecuaciones exponenciales y logarítmicas,p028e05,1,2,1,True,True
