enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
"A(-1, 3) \ y \overrightarrow{u}=(2, 5)","[(-1, 3), (2, 5)]","- 5 x + 2 y - 11 = 0 \ y \ Point2D(2*t - 1, 5*t + 3) = \left ( x, \quad y\right )","Hallar las ecuaciones paramétricas, continua, general y explícita de la recta r 
determinada por:",1BC,25 - Geometría Plana,p050e01,1,2,1,True,True
3x+2y+8=0,"Eq(y, 5)","(Point2D(1, -3/2), Point2D(3/2, 1))",Halla un vector direccional y un vector perpendicular a la recta:,1BC,25 - Geometría Plana,p050e02,1,2,1,True,True
\frac{x-1}{3}=\frac{2-y}{1},"Eq(y, 5)","(Point2D(1, -1/3), Point2D(1/3, 1))",Halla un vector direccional y un vector perpendicular a la recta:,1BC,25 - Geometría Plana,p050e02,1,2,1,True,True
y=5,"Eq(y, 5)","(Point2D(1, 0), Point2D(0, 1))",Halla un vector direccional y un vector perpendicular a la recta:,1BC,25 - Geometría Plana,p050e02,1,2,1,True,True
"A=(2, 1), \ B=(1, 2),\  y \ C=(3, 3)","[(2, 1), (1, 2), (3, 3)]",True,Comprobar que es isósceles el triángulo de vértices:,1BC,25 - Geometría Plana,p050e04,1,2,1,True,True
"A=(0, m)\  y \ B=(1, 2)","[(0, m), (1, 2)]",[2],Determinar m con la condición de que disten 1 unidad los siguiente puntos,1BC,25 - Geometría Plana,p050e05,1,2,1,True,True
r\equiv4x-y-1=0\  y \ s\equiv2x+7y-6=0,"['-x+2y+1=0', '3x+y+5=0']",91.90915243299638,Determinar el ángulo formado por las rectas:,1BC,25 - Geometría Plana,p050e06,1,2,1,True,True
r\equiv-x+2y+1=0\  y \ s\equiv3x+y+5=0,"['-x+2y+1=0', '3x+y+5=0']",98.13010235415598,Determinar el ángulo formado por las rectas:,1BC,25 - Geometría Plana,p050e06,1,2,1,True,True
"Pasa \ por \ A(2, 3)\  y \ forma \ 45 \ grados \  con \ s\equiv 2x+y-1=0","[(1, -2), 'y=0', 120]",\frac{x}{3} + y - \frac{11}{3} = 0,Hallar la recta r que:,1BC,25 - Geometría Plana,"p050e07,8y28",1,2,1,True,True
"Pasa \ por \ A(1, 2)\  y \ forma \ 45 \ grados \  con \ s\equiv 2x+y-1=0","[(1, -2), 'y=0', 120]",\frac{x}{3} + y - \frac{7}{3} = 0,Hallar la recta r que:,1BC,25 - Geometría Plana,"p050e07,8y28",1,2,1,True,True
"Pasa \ por \ A(1, -2)\  y \ forma \ 120 \ grados \  con \ s\equiv y=0","[(1, -2), 'y=0', 120]",\sqrt{3} x + y - \sqrt{3} + 2 = 0,Hallar la recta r que:,1BC,25 - Geometría Plana,"p050e07,8y28",1,2,1,True,True
" A(4, 0)\  , \ B=(6, 2) \ y \  C \in r\equiv 3x+y-1=0","[(4, 0), (6, 2), '3x+y-1=0']","\left [ \left \{ x : - \frac{5}{2}, \quad y : \frac{17}{2}\right \}\right ]","Calcula el vértice C de un triángulo isósceles ABC, sabiendo que:",1BC,25 - Geometría Plana,p051e20,1,1,1,True,True
" A(2, 5) \ y \   r\equiv 5x+y=2","[(2, 5), '5x+y=2']","\left [ - x + 5 y - 23, \quad Point2D(-1/2, 9/2), \quad Point2D(-3, 4)\right ]",Determinar el punto simétrico al punto y respecto de la recta siguientes:,1BC,25 - Geometría Plana,p051e21,1,1,1,True,True
r\equiv 4x-3y=0,4x-3y=0,\frac{\left|{4 x - 3 y}\right|}{5} - 1 = 0,Hallar la ecuación de la recta paralela y que dista una unidad a la recta:,1BC,25 - Geometría Plana,p051e23,1,1,1,True,True
"A=(1, -3)\ y \ B=(4, 5)","[(1, -3), (4, 5)]",159.44395478041653,Halla el valor del ángulo que forma con el eje de abscisas la mediatriz del segmento determinado por los puntos:,1BC,25 - Geometría Plana,p051e29,1,1,1,True,True
"A=(-1, 1), \ B=(1, 4),\  y \ C=(2, -3)","[(0, -1), (2, 0), (1, 1)]",\frac{17}{2},Calcula el área del triángulo de vértices:,1BC,25 - Geometría Plana,p051e33y58,1,1,1,True,True
"A=(0, -1), \ B=(2, 0),\  y \ C=(1, 1)","[(0, -1), (2, 0), (1, 1)]",\frac{3}{2},Calcula el área del triángulo de vértices:,1BC,25 - Geometría Plana,p051e33y58,1,1,1,True,True
"A=(1, 0), \ B=(-2, 5),\  y \ C=(-1, -3)","[(1, 0), (-2, 5), (-1, -3)]","\left ( \left [ \frac{19 x}{65} - \frac{152 y}{65} - \frac{19}{65} = 0, \quad \frac{38 x}{13} + \frac{57 y}{13} - \frac{209}{13} = 0, \quad - \frac{57 x}{34} + \frac{95 y}{34} + \frac{114}{17} = 0\right ], \quad Point2D(91/19, 9/19)\right )",Hallar las ecuaciones de las alturas y las coordenadas del ortocentro del triángulo de vértices:,1BC,25 - Geometría Plana,p051e35,1,1,1,True,True
"A=(3, 5)","(3, 5)",x + y - 8 = 0,Hallar la ecuación de la recta paralela a la bisectriz del segundo cuadrante y que pasar por el punto:,1BC,25 - Geometría Plana,p051e38,1,1,1,True,True
"A=(4, -2)\ y \ B=(10, 0)","[(4, -2), (10, 0)]","\left [ \left \{ x : 10, \quad y : -10\right \}\right ]","Hallar el punto de la bisectriz de los cuadrantes 2 y 4, que equidista de los puntos:",1BC,25 - Geometría Plana,p051e45,1,1,1,True,True
"A=(2, -1), \ B=(-5, 1),\  y \ C=(0, 3)","[(2, -1), (-5, 1), (0, 3)]","\left [ \frac{24 \sqrt{53}}{53}, \quad 12\right ]","Hallar la longitud de la altura del triángulo ABC que pasa por C, y su área, si:",1BC,25 - Geometría Plana,p052e46,1,1,1,True,True
"Pasen \ por \ A=(1, -2), \ y \  disten \ 2 \ de \ B=(3, 1)","[(1, -2), (3, 1)]",\left [ - \frac{5 x}{12} + y + \frac{29}{12} = 0\right ],Hallar las ecuaciones de las rectas de pendiente finita que:,1BC,25 - Geometría Plana,p052e47,1,1,1,True,True
"A=(2, -3), \ B=(-2, -2),\  y \ C=(0, 3)","[(2, -3), (-2, -2), (0, 3)]","\left [ - \frac{7 x}{2} - 3 y - 2 = 0, \quad - \frac{11 \left(x - 3 y - 4\right)}{10} = 0, \quad 4 x - y - \frac{5}{2} = 0\right ]","Dado el triángulo, hallar la mediana correspondiente al vértice A, la altura correspondiente al vértice B y la mediatriz correspondiente al lado AB. Siendo:",1BC,25 - Geometría Plana,p052e57,1,1,1,True,True
"6\ unidades \ cuadradas, \ siendo \ A=(2, 1), \ B=(-3, 5)\  y \ C=(4, m)","[6, (2, 1), (-3, 5), (4, m)]",\left [ -3\right ],Determina el valor de m para que el área del triángulo ABC sea:,1BC,25 - Geometría Plana,p052e58,1,1,1,True,True
