enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
"Se escoge una bola cualquiera de la caja A y se pasa a la caja B. Posteriormente se saca una
    bola de la caja B. ¿Cuál es la probabilidad de que la bola extraída de la caja B sea morada?. ","Se escoge una bola cualquiera de la caja A y se pasa a la caja B. Posteriormente se saca una
    bola de la caja B. ¿Cuál es la probabilidad de que la bola extraída de la caja B sea morada?. ",$\frac{3}{5}\cdot\frac{5}{9}+\frac{2}{5}\cdot\frac{4}{9}=\frac{23}{45}$,"Se dispone de dos cajas, la caja A contiene 3 bolas moradas y 2 bolas rojas; mientras 
    que la caja B contiene 4
    bolas moradas y 4 rojas.
    ",1BC,Final 3ª Ev.,fin308-0,1,1,1,False,False
"Ahora volvemos a la situación original de las cajas. Seleccionamos una caja al azar y se saca una bola 
    que resulta ser roja. ¿Cuál es la probabilidad de que esa
    bola sea de la caja A?","Ahora volvemos a la situación original de las cajas. Seleccionamos una caja al azar y se saca una bola 
    que resulta ser roja. ¿Cuál es la probabilidad de que esa
    bola sea de la caja A?",$\dfrac{\frac{1}{2}\cdot\frac{2}{5}}{\frac{1}{2}\cdot\frac{2}{5}+\frac{1}{2}\cdot\frac{1}{2}}=\frac{4}{9}$,"Se dispone de dos cajas, la caja A contiene 3 bolas moradas y 2 bolas rojas; mientras 
    que la caja B contiene 4
    bolas moradas y 4 rojas.
    ",1BC,Final 3ª Ev.,fin308-0,1,1,1,False,False
"Se escoge una bola cualquiera de la caja A y se pasa a la caja B. Posteriormente se saca una
    bola de la caja B. ¿Cuál es la probabilidad de que la bola extraída de la caja B sea verde?. ","Se escoge una bola cualquiera de la caja A y se pasa a la caja B. Posteriormente se saca una
    bola de la caja B. ¿Cuál es la probabilidad de que la bola extraída de la caja B sea verde?. ",$\frac{3}{4}\cdot\frac{5}{9}+\frac{1}{4}\cdot\frac{4}{9}=\frac{19}{36}$,"Se dispone de dos cajas, la caja A contiene 6 bolas verdes y 2 bolas blancas; mientras 
    que la caja B contiene 4
    bolas verdes y 4 blancas.
    ",1BC,Final 3ª Ev.,fin308-1,1,1,1,False,False
"Ahora volvemos a la situación original de las cajas. Seleccionamos una caja al azar y se saca una bola 
    que resulta ser blanca. ¿Cuál es la probabilidad de que esa
    bola sea de la caja A?","Ahora volvemos a la situación original de las cajas. Seleccionamos una caja al azar y se saca una bola 
    que resulta ser blanca. ¿Cuál es la probabilidad de que esa
    bola sea de la caja A?",$\dfrac{\frac{1}{2}\cdot\frac{1}{4}}{\frac{1}{2}\cdot\frac{1}{4}+\frac{1}{2}\cdot\frac{1}{2}}=\frac{1}{3}$,"Se dispone de dos cajas, la caja A contiene 6 bolas verdes y 2 bolas blancas; mientras 
    que la caja B contiene 4
    bolas verdes y 4 blancas.
    ",1BC,Final 3ª Ev.,fin308-1,1,1,1,False,False
"Se escoge una bola cualquiera de la caja A y se pasa a la caja B. Posteriormente se saca una
    bola de la caja B. ¿Cuál es la probabilidad de que la bola extraída de la caja B sea verde?. ","Se escoge una bola cualquiera de la caja A y se pasa a la caja B. Posteriormente se saca una
    bola de la caja B. ¿Cuál es la probabilidad de que la bola extraída de la caja B sea verde?. ",$\frac{3}{5}\cdot\frac{5}{9}+\frac{2}{5}\cdot\frac{4}{9}=\frac{23}{45}$,"Se dispone de dos cajas, la caja A contiene 3 bolas verdes y 2 bolas blancas; mientras 
    que la caja B contiene 4
    bolas verdes y 4 blancas.
    ",1BC,Final 3ª Ev.,fin308-2,1,1,1,False,False
"Ahora volvemos a la situación original de las cajas. Seleccionamos una caja al azar y se saca una bola 
    que resulta ser blanca. ¿Cuál es la probabilidad de que esa
    bola sea de la caja A?","Ahora volvemos a la situación original de las cajas. Seleccionamos una caja al azar y se saca una bola 
    que resulta ser blanca. ¿Cuál es la probabilidad de que esa
    bola sea de la caja A?",$\dfrac{\frac{1}{2}\cdot\frac{2}{5}}{\frac{1}{2}\cdot\frac{2}{5}+\frac{1}{2}\cdot\frac{1}{2}}=\frac{4}{9}$,"Se dispone de dos cajas, la caja A contiene 3 bolas verdes y 2 bolas blancas; mientras 
    que la caja B contiene 4
    bolas verdes y 4 blancas.
    ",1BC,Final 3ª Ev.,fin308-2,1,1,1,False,False
Dominio de $f(x)$,Dominio de $f(x)$,"$Dom(f)=\left(-\infty, - \frac{3}{2}\right) \cup \left(- \frac{3}{2}, \infty\right)$\\ \resizebox{0.4\textwidth}{!}{\includegraphics[width=1\columnwidth]{fin301-0}}","Dada la función:$f(x)=\frac{x^{2} - 2 x + 1}{2 x + 3}$, calcular:",1BC,Final 3ª Ev.,fin301-0,5,1,1,False,False
"Asíntotas verticales, horizontales y oblicuas, en caso que existan","Asíntotas verticales, horizontales y oblicuas, en caso que existan",Asíntotas:\\A.V. $x=-3/2$\\A.O. $y=\frac{x}{2} - \frac{7}{4}$ \\A.O. $y=\frac{x}{2} - \frac{7}{4}$ \\,"Dada la función:$f(x)=\frac{x^{2} - 2 x + 1}{2 x + 3}$, calcular:",1BC,Final 3ª Ev.,fin301-0,5,1,1,False,False
Dominio de $f(x)$,Dominio de $f(x)$,"$Dom(f)=\left(-\infty, -2\right) \cup \left(-2, 1\right) \cup \left(1, \infty\right)$\\ \resizebox{0.4\textwidth}{!}{\includegraphics[width=1\columnwidth]{fin301-1}}","Dada la función:$f(x)=\frac{- x^{2} - x + 3}{x^{2} + x - 2}$, calcular:",1BC,Final 3ª Ev.,fin301-1,5,1,1,False,False
"Asíntotas verticales, horizontales y oblicuas, en caso que existan","Asíntotas verticales, horizontales y oblicuas, en caso que existan","Asíntotas:\\A.V. $x=-2$\\, A.V. $x=1$\\A.H. $y=-1$\\A.H. $y=-1$\\A.O. $y=-1$ \\A.O. $y=-1$ \\","Dada la función:$f(x)=\frac{- x^{2} - x + 3}{x^{2} + x - 2}$, calcular:",1BC,Final 3ª Ev.,fin301-1,5,1,1,False,False
Dominio de $f(x)$,Dominio de $f(x)$,"$Dom(f)=\left(-\infty, 0\right] \cup \left(1, \infty\right)$\\ \resizebox{0.4\textwidth}{!}{\includegraphics[width=1\columnwidth]{fin301-2}}","Dada la función:$f(x)=\sqrt{\frac{x}{x - 1}}$, calcular:",1BC,Final 3ª Ev.,fin301-2,5,1,1,False,False
"Asíntotas verticales, horizontales y oblicuas, en caso que existan","Asíntotas verticales, horizontales y oblicuas, en caso que existan",Asíntotas:\\A.V. $x=1$\\A.H. $y=1$\\A.H. $y=1$\\A.O. $y=1$ \\A.O. $y=1$ \\,"Dada la función:$f(x)=\sqrt{\frac{x}{x - 1}}$, calcular:",1BC,Final 3ª Ev.,fin301-2,5,1,1,False,False
$f(x)=\begin{cases} \frac{2 x^{2} + 7 x + 3}{x^{2} - 9} & \text{for}\: x \leq -2 \\\frac{\sqrt{x + 3} - 1}{x^{2} + 2 x} & \text{otherwise} \end{cases}$,$f(x)=\begin{cases} \frac{2 x^{2} + 7 x + 3}{x^{2} - 9} & \text{for}\: x \leq -2 \\\frac{\sqrt{x + 3} - 1}{x^{2} + 2 x} & \text{otherwise} \end{cases}$,"Singularidades de las expresiones analíticas: $\left\{-3, 0\right\}$.\\ Posibles discontinuidades en los extremos de los trozos:-2.\\En -2 no es continua porque no existe límite. Límites laterales: $\frac{3}{5}$ y $- \frac{1}{4}$",Estudia en qué puntos de $\mathbb{R}$ la función no es continua: ,1BC,Final 3ª Ev.,fin302-0,5,1,1,False,False
$f(x)=\begin{cases} \frac{x^{2} - 4}{x^{2} - 3 x + 2} & \text{for}\: x < 2 \\4 & \text{for}\: x < 5 \\e^{x - 5} + 3 & \text{otherwise} \end{cases}$,$f(x)=\begin{cases} \frac{x^{2} - 4}{x^{2} - 3 x + 2} & \text{for}\: x < 2 \\4 & \text{for}\: x < 5 \\e^{x - 5} + 3 & \text{otherwise} \end{cases}$,"Singularidades de las expresiones analíticas: $\left\{1\right\}$.\\ Posibles discontinuidades en los extremos de los trozos:2, 5.\\En 2 es continua ya que hay límite y $\lim = f(2)=4$. \\En 5 es continua ya que hay límite y $\lim = f(5)=4$",Estudia en qué puntos de $\mathbb{R}$ la función no es continua: ,1BC,Final 3ª Ev.,fin302-1,5,1,1,False,False
$$f(x)=\begin{cases} a + e^{x + 2} & \text{for}\: x \leq -2 \\\frac{x + 1}{3 - x} & \text{for}\: x < 1 \\b x + 3 & \text{otherwise} \end{cases}$$,"Piecewise((a + exp(x + 2), x <= -2), ((x + 1)/(3 - x), x < 1), (b*x + 3, True))","$\left\{ a : - \frac{6}{5}, \  b : -2\right\}$",Halla a y b de modo que las siguientes funciones sean continuas:,1BC,Final 3ª Ev.,fin303-0,5,1,1,False,False
$$f(x)=\begin{cases} a + e^{x + 3} & \text{for}\: x \leq -3 \\\frac{x + 2}{4 - x} & \text{for}\: x < 1 \\b x + 6 & \text{otherwise} \end{cases}$$,"Piecewise((a + exp(x + 3), x <= -3), ((x + 2)/(4 - x), x < 1), (b*x + 6, True))","$\left\{ a : - \frac{8}{7}, \  b : -5\right\}$",Halla a y b de modo que las siguientes funciones sean continuas:,1BC,Final 3ª Ev.,fin303-1,5,1,1,False,False
$$\lim_{x \to 3}\left(\frac{3 x^{2} - 11 x + 6}{x^{3} - 3 x^{2} + x - 3}\right)$$,"Limit((3*x**2 - 11*x + 6)/(x**3 - 3*x**2 + x - 3), x, 3, dir='+-')",$\frac{7}{10}$,Calcula los siguientes límites:,1BC,Final 3ª Ev.,fin304-0,5,3,1,False,False
$$\lim_{x \to \infty} e^{1 - x}$$,"Limit(exp(1 - x), x, oo, dir='-')",$0$,Calcula los siguientes límites:,1BC,Final 3ª Ev.,fin304-0,5,3,1,False,False
$$\lim_{x \to -2}\left(\frac{x^{3} + x^{2} - x + 2}{x^{2} + 4 x + 4}\right)$$,"Limit((x**3 + x**2 - x + 2)/(x**2 + 4*x + 4), x, -2, dir='+-')",No existe el límite,Calcula los siguientes límites:,1BC,Final 3ª Ev.,fin304-0,5,3,1,False,False
$$\lim_{x \to 2} \left(\frac{x^{3} - 4}{x^{2}}\right)^{\frac{1}{x - 2}}$$,"Limit(((x**3 - 4)/x**2)**(1/(x - 2)), x, 2, dir='+-')",$e^{2}$,Calcula los siguientes límites:,1BC,Final 3ª Ev.,fin304-0,5,3,1,False,False
$$\lim_{x \to 2}\left(\frac{x^{3} - 2 x^{2} + 2 x - 4}{3 x^{2} - 8 x + 4}\right)$$,"Limit((x**3 - 2*x**2 + 2*x - 4)/(3*x**2 - 8*x + 4), x, 2, dir='+-')",$\frac{3}{2}$,Calcula los siguientes límites:,1BC,Final 3ª Ev.,fin304-1,5,3,1,False,False
$$\lim_{x \to -\infty} e^{x - 1}$$,"Limit(exp(x - 1), x, -oo)",$0$,Calcula los siguientes límites:,1BC,Final 3ª Ev.,fin304-1,5,3,1,False,False
$$\lim_{x \to -1}\left(\frac{x^{3} + 1}{x^{2} + 2 x + 1}\right)$$,"Limit((x**3 + 1)/(x**2 + 2*x + 1), x, -1, dir='+-')",No existe el límite,Calcula los siguientes límites:,1BC,Final 3ª Ev.,fin304-1,5,3,1,False,False
$$\lim_{x \to 3} \left(\frac{x^{2} - x}{x + 3}\right)^{\frac{1}{x - 3}}$$,"Limit(((x**2 - x)/(x + 3))**(1/(x - 3)), x, 3, dir='+-')",$e^{\frac{2}{3}}$,Calcula los siguientes límites:,1BC,Final 3ª Ev.,fin304-1,5,3,1,False,False
$y=\frac{3 x^{2} - 2 x + 1}{\left(x - 1\right)^{2}}$,diff((3*x**2 - 2*x + 1)/(x - 1)**2),$y'=- \frac{4 x}{x^{3} - 3 x^{2} + 3 x - 1}$,Deriva las siguientes funciones (simplificando el resultado al máximo):,1BC,Final 3ª Ev.,fin305-0,5,3,1,False,False
$y=\sqrt{\sqrt{x} + 1}$,diff(sqrt(sqrt(x) + 1)),$y'=\frac{1}{4 \sqrt{x} \sqrt{\sqrt{x} + 1}}$,Deriva las siguientes funciones (simplificando el resultado al máximo):,1BC,Final 3ª Ev.,fin305-0,5,3,1,False,False
$y=\frac{\log{\left(x^{2} \right)}}{x}$,diff(log(x**2)/x),$y'=\frac{2 - \log{\left(x^{2} \right)}}{x^{2}}$,Deriva las siguientes funciones (simplificando el resultado al máximo):,1BC,Final 3ª Ev.,fin305-0,5,3,1,False,False
$y=3 \sin{\left(\cos{\left(2 x \right)} \right)}$,diff(3*sin(cos(2*x))),$y'=- 6 \sin{\left(2 x \right)} \cos{\left(\cos{\left(2 x \right)} \right)}$,Deriva las siguientes funciones (simplificando el resultado al máximo):,1BC,Final 3ª Ev.,fin305-0,5,3,1,False,False
$y=\frac{2 x^{2} - 2 x + 1}{\left(x - 1\right)^{2}}$,diff((2*x**2 - 2*x + 1)/(x - 1)**2),$y'=- \frac{2 x}{x^{3} - 3 x^{2} + 3 x - 1}$,Deriva las siguientes funciones (simplificando el resultado al máximo):,1BC,Final 3ª Ev.,fin305-1,5,3,1,False,False
