enunciado_latex,enunciado,solucion,texto,curso,titulo,n_ejercicio,dificultad,n_columnas,puntos,enun_tex,sol_tex
\frac{\frac{x^2+2x+1}{x - 3}}{\frac{x+1}{x^2 -9 }},((x**2 + 2*x + 1)/(x - 3))/(((x + 1)/(x**2 - 9))),x^{2} + 4 x + 3,Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{3x^2+1}{x^2+x}  - \frac{2x}{x+1},-2*x/(x + 1) + (3*x**2 + 1)/(x**2 + x),\frac{x^{2} + 1}{x^{2} + x},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{\frac{x^2-2x+1}{x + 3}}{\frac{x-1}{x^2 -9 }},((x**2 - 2*x + 1)/(x + 3))/(((x - 1)/(x**2 - 9))),x^{2} - 4 x + 3,Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{3x^2+1}{x^2+x}  - \frac{2x}{x+1},-2*x/(x + 1) + (3*x**2 + 1)/(x**2 + x),\frac{x^{2} + 1}{x^{2} + x},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{1}{x^2-x} + \frac{2x-1}{x-1} - \frac{3x-1}{x},1/(x**2 - x) + (2*x - 1)/(x - 1) - (3*x - 1)/x,- \frac{x - 3}{x - 1},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{x}{{1 + \frac{1}{{1 + \frac{1}{x}}}}},x/(1 + 1/(1 + 1/x)),\frac{x^{2} + x}{2 x + 1},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{{\frac{x}{{x - 2}} - \frac{x}{{x + 2}}}}{{1 - \frac{4}{{{x^2} - 4}}}},(-x/(x + 2) + x/(x - 2))/(1 - 4/(x**2 - 4)),\frac{4 x}{x^{2} - 8},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{1}{{\frac{{x + 1}}{{x - 1}} - \frac{{x - 1}}{{x + 1}}}},1/(-(x - 1)/(x + 1) + (x + 1)/(x - 1)),\frac{x^{2} - 1}{4 x},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
( {{x^3} + x} )\cdot( {1 - \frac{{2x}}{{2x + \frac{2}{x}}}}),(x**3 + x)*(-2*x/(2*x + 2/x) + 1),x,Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
( {\frac{1}{x} - \frac{1}{{x + 1}}})( {x - \frac{{x + 1}}{{x - 1}}}),(x - (x + 1)/(x - 1))*(-1/(x + 1) + 1/x),\frac{x^{2} - 2 x - 1}{x^{3} - x},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{1}{x}( {\frac{2}{x} - \frac{3x}{{x + 1}}} ) - \frac{{x}}{x-1}( {3 - \frac{4}{{x + 1}}} ),-x*(3 - 4/(x + 1))/(x - 1) + (-3*x/(x + 1) + 2/x)/x,- \frac{3 x^{4} + 2 x^{3} - 5 x^{2} + 2}{x^{4} - x^{2}},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\frac{{\frac{{x - 1}}{{x + 2}} - \frac{{x + 2}}{{x - 1}}}}{{1 - \frac{1}{{x - 1}}}},((x - 1)/(x + 2) - (x + 2)/(x - 1))/(1 - 1/(x - 1)),- \frac{6 x + 3}{x^{2} - 4},Efectúa simplificando el resultado si es posible:,1BC,Autoevaluación 2 ev1,p015e09,1,2,1,True,True
\left\{\begin{matrix}2x-y+2z=1\\ x+y-z = 3\\ 3x+2y+z =  5\\ \end{matrix}\right.,"[Eq(2*x - y + 2*z, 1), Eq(x + y - z, 3), Eq(3*x + 2*y + z, 5)]","\left[\begin{matrix}2 & 2 & -1 & 1\\0 & 2 & \frac{1}{2} & \frac{7}{2}\\0 & 0 & 2 & 1\end{matrix}\right] \rightarrow  \\ \left \{ x : \frac{13}{8}, \quad y : \frac{1}{2}, \quad z : - \frac{7}{8}\right \}",Resuelve los sistemas:,1BC,Autoevaluación 2 ev1,p021e23,1,2,1,True,True
\left\{\begin{matrix}x - y + z = 1\\ 2x + y - 2z = 2\\ x+2y-3z = 1\\ \end{matrix}\right.,"[Eq(x - y + z, 1), Eq(2*x + y - 2*z, 2), Eq(x + 2*y - 3*z, 1)]","\left[\begin{matrix}1 & 1 & -1 & 1\\0 & 4 & -1 & 4\\0 & 0 & 0 & 0\end{matrix}\right] \rightarrow  \\ \left \{ x : \frac{z}{3} + 1, \quad y : \frac{4 z}{3}\right \}",Resuelve los sistemas:,1BC,Autoevaluación 2 ev1,p021e23,1,2,1,True,True
\left\{\begin{matrix}x+y+z=1\\ x + 2y - z = 2\\ 2x +3y = 4\\ \end{matrix}\right.,"[Eq(x + y + z, 1), Eq(x + 2*y - z, 2), Eq(2*x + 3*y, 4)]",\left[\begin{matrix}1 & 1 & 1 & 1\\0 & 2 & 3 & 3\\0 & 0 & 0 & 1\end{matrix}\right] \rightarrow  \\ \left [ \right ],Resuelve los sistemas:,1BC,Autoevaluación 2 ev1,p021e23,1,2,1,True,True
\left\{\begin{matrix}x+y+z=1\\ x + 2y - z = 2\\ 2x +3y = 3\\ \end{matrix}\right.,"[Eq(x + y + z, 1), Eq(x + 2*y - z, 2), Eq(2*x + 3*y, 3)]","\left[\begin{matrix}1 & 1 & 1 & 1\\0 & 2 & 3 & 3\\0 & 0 & 0 & 0\end{matrix}\right] \rightarrow  \\ \left \{ x : - 3 z, \quad y : 2 z + 1\right \}",Resuelve los sistemas:,1BC,Autoevaluación 2 ev1,p021e23,1,2,1,True,True
\left\{\begin{matrix}\frac{x}{2} + \frac{y}{3} + z = -\frac{1}{2}\\ x - \frac{y}{2} + \frac{z}{3} = -1\\  \frac{x}{3} - y - \frac{z}{2} = -\frac{1}{6}\\ \end{matrix}\right.,"[Eq(x/2 + y/3 + z, -1/2), Eq(x - y/2 + z/3, -1), Eq(x/3 - y - z/2, -1/6)]","\left[\begin{matrix}1 & \frac{1}{2} & \frac{1}{3} & - \frac{1}{2}\\0 & \frac{5}{6} & - \frac{11}{18} & - \frac{5}{6}\\0 & 0 & - \frac{73}{180} & \frac{1}{6}\end{matrix}\right] \rightarrow  \\ \left \{ x : - \frac{95}{73}, \quad y : - \frac{30}{73}, \quad z : \frac{21}{73}\right \}",Resuelve los sistemas:,1BC,Autoevaluación 2 ev1,p021e23,1,2,1,True,True
\left\{\begin{matrix}\frac{x}{2} + \frac{y}{3} + \frac{z}{3} = -2\\ \frac{x}{3} - \frac{y}{2} + \frac{z}{3} = 2\\ \frac{x}{6} + \frac{y}{2} + \frac{z}{2} = 1\\ \end{matrix}\right.,"[Eq(x/2 + y/3 + z/3, -2), Eq(x/3 - y/2 + z/3, 2), Eq(x/6 + y/2 + z/2, 1)]","\left[\begin{matrix}\frac{1}{3} & \frac{1}{2} & \frac{1}{3} & -2\\0 & - \frac{1}{6} & - \frac{5}{6} & 4\\0 & 0 & \frac{35}{12} & -10\end{matrix}\right] \rightarrow  \\ \left \{ x : - \frac{48}{7}, \quad y : - \frac{24}{7}, \quad z : \frac{54}{7}\right \}",Resuelve los sistemas:,1BC,Autoevaluación 2 ev1,p021e23,1,2,1,True,True
\left\{\begin{matrix}x - y + z = 5\\ \frac{{x - 1}}{2} + \frac{y}{3} = 1\\ \frac{{2x + y}}{2} - \frac{{3z + y}}{3} = 4\\ \end{matrix}\right.,"[Eq(x - y + z, 5), Eq(x/2 + y/3 - 1/2, 1), Eq(x + y/6 - z, 4)]","\left[\begin{matrix}1 & 1 & -1 & 5\\0 & \frac{1}{2} & \frac{1}{3} & \frac{3}{2}\\0 & 0 & - \frac{13}{6} & 3\end{matrix}\right] \rightarrow  \\ \left \{ x : \frac{51}{13}, \quad y : - \frac{18}{13}, \quad z : - \frac{4}{13}\right \}",Resuelve los sistemas:,1BC,Autoevaluación 2 ev1,p021e23,1,2,1,True,True
"En un corral hay conejos y gallinas, en total 50 cabezas y 134 patas. 
    ¿Cuántos animales hay de cada clase?","[Eq(x + y, 50), Eq(4*x + 2*y, 134)]","\left\{\begin{matrix}50=x+y\\ 134=4x+2y\\ \end{matrix}\right.  \rightarrow  \\\left[\begin{matrix}1 & 1 & 50\\0 & 2 & 34\end{matrix}\right] \rightarrow  \left \{ x : 17, \quad y : 33\right \}",Resuelve mediante expresiones algebraicas:,1BC,Autoevaluación 2 ev1,p020e02-e16,1,1,1,False,True
"Se tienen 140 euros, en 20 billetes, unos de 5 euros y de 10 los restantes. 
    ¿Cuántos billetes hay de cada clase?","[Eq(5*x + 10*y, 140), Eq(x + y, 20)]","\left\{\begin{matrix}140=5x+10y\\ 20=x+y\\ \end{matrix}\right.  \rightarrow  \\\left[\begin{matrix}10 & 5 & 140\\0 & \frac{1}{2} & 6\end{matrix}\right] \rightarrow  \left \{ x : 12, \quad y : 8\right \}",Resuelve mediante expresiones algebraicas:,1BC,Autoevaluación 2 ev1,p020e02-e16,1,1,1,False,True
"Un librero vendió 84 libros, unos a 45 euros y otros a 36 y obtuvo de la venta 3.105 euros. ¿Cuántos vendió de
cada clase?","[Eq(45*x + 36*y, 3105), Eq(x + y, 84)]","\left\{\begin{matrix}3105=45x+36y\\ 84=x+y\\ \end{matrix}\right.  \rightarrow  \\\left[\begin{matrix}36 & 45 & 3105\\0 & - \frac{1}{4} & - \frac{9}{4}\end{matrix}\right] \rightarrow  \left \{ x : 9, \quad y : 75\right \}",Resuelve mediante expresiones algebraicas:,1BC,Autoevaluación 2 ev1,p020e02-e16,1,1,1,False,True
